b,AP_SMART25,-54,Ollare the phone,-68,wifi-lab01,-78,itis-pvt,-80,itis-wifi,-80,itis-wifi2,-80,AP_ITISLI02,-78,Honor 10,-77,Bassi,-64,itis-wifi,-79,wifi-lab01,-81,itis-pvt,-81,AP_ITISLI03_5.0,-64,AP_SMART50,-62
b,AP_SMART25,-60,Ollare the phone,-68,wifi-lab01,-73,itis-pvt,-73,itis-wifi,-73,itis-wifi2,-73,AP_ITISLI02,-78,Honor 10,-77,Bassi,-69,itis-wifi,-79,wifi-lab01,-81,itis-pvt,-81,AP_ITISLI03_5.0,-69,AP_SMART50,-58,,-72,itis-wifi,-87,AP_ITISLI03_2.5,-60,iPhone di Andrea,-84,LAN Solo,-63
b,AP_SMART25,-60,Ollare the phone,-72,wifi-lab01,-73,itis-pvt,-73,itis-wifi,-73,itis-wifi2,-73,AP_ITISLI02,-78,Honor 10,-77,Bassi,-65,itis-wifi,-79,wifi-lab01,-81,itis-pvt,-81,AP_ITISLI03_5.0,-68,AP_SMART50,-52,,-72,itis-wifi,-87,AP_ITISLI03_2.5,-66,iPhone di Andrea,-84,LAN Solo,-63
b,AP_SMART25,-65,Ollare the phone,-73,wifi-lab01,-73,itis-pvt,-73,itis-wifi,-73,itis-wifi2,-73,Bassi,-61,itis-pvt,-83,AP_ITISLI03_5.0,-68,AP_SMART50,-57,,-77,itis-wifi,-87,AP_ITISLI03_2.5,-66,iPhone di Andrea,-84,LAN Solo,-63
b,AP_SMART25,-65,Ollare the phone,-71,wifi-lab01,-75,itis-pvt,-78,itis-wifi,-75,itis-wifi2,-77,Bassi,-58,itis-pvt,-83,AP_ITISLI03_5.0,-63,AP_SMART50,-47,,-77,itis-wifi,-87,AP_ITISLI03_2.5,-64,iPhone di Andrea,-84,LAN Solo,-59
b,AP_SMART25,-57,Ollare the phone,-79,wifi-lab01,-75,itis-pvt,-87,itis-wifi,-75,itis-wifi2,-77,Bassi,-61,itis-pvt,-83,AP_ITISLI03_5.0,-71,AP_SMART50,-59,,-77,itis-wifi,-87,AP_ITISLI03_2.5,-69,iPhone di Andrea,-84,LAN Solo,-61
b,AP_SMART25,-62,Ollare the phone,-68,wifi-lab01,-75,itis-pvt,-87,itis-wifi,-81,itis-wifi2,-77,Bassi,-68,itis-pvt,-83,AP_ITISLI03_5.0,-71,AP_SMART50,-49,,-77,AP_ITISLI03_2.5,-72,LAN Solo,-59
b,AP_SMART25,-60,Ollare the phone,-68,wifi-lab01,-82,itis-pvt,-84,itis-wifi,-83,itis-wifi2,-83,Bassi,-64,itis-pvt,-83,AP_ITISLI03_5.0,-69,AP_SMART50,-54,,-83,AP_ITISLI03_2.5,-72,LAN Solo,-59,wifi-lab01,-84
b,AP_SMART25,-55,Ollare the phone,-67,wifi-lab01,-82,itis-pvt,-84,itis-wifi,-83,itis-wifi2,-83,Bassi,-59,AP_ITISLI03_5.0,-68,AP_SMART50,-56,,-78,AP_ITISLI03_2.5,-72,LAN Solo,-65,wifi-lab01,-84
b,AP_SMART25,-63,Ollare the phone,-69,wifi-lab01,-82,itis-pvt,-84,itis-wifi,-80,itis-wifi2,-83,Bassi,-57,AP_ITISLI03_5.0,-68,AP_SMART50,-50,,-78,AP_ITISLI03_2.5,-72,LAN Solo,-59,wifi-lab01,-84
b,AP_SMART25,-58,Ollare the phone,-67,wifi-lab01,-82,itis-pvt,-84,itis-wifi,-80,itis-wifi2,-83,Bassi,-57,AP_ITISLI03_5.0,-69,AP_SMART50,-54,,-78,AP_ITISLI03_2.5,-72,LAN Solo,-69,wifi-lab01,-84,itis-wifi2,-84
c,AP_SMART25,-53,Ollare the phone,-60,wifi-lab01,-78,itis-wifi,-80,itis-wifi2,-83,Bassi,-59,AP_ITISLI03_5.0,-70,AP_SMART50,-52,LAN Solo,-63,itis-wifi2,-84,itis-pvt,-79
c,AP_SMART25,-53,Ollare the phone,-70,wifi-lab01,-78,itis-wifi2,-83,Bassi,-65,AP_ITISLI03_5.0,-70,AP_SMART50,-52,LAN Solo,-67,itis-wifi2,-83,itis-pvt,-79,AP_ITISLI03_2.5,-73,Honor 10,-84,AP_ITISLI02,-86,wifi-lab01,-84,itis-pvt,-87,itis-wifi,-83,itis-pvt,-89
c,AP_SMART25,-46,Ollare the phone,-62,wifi-lab01,-75,itis-wifi2,-76,Bassi,-60,AP_ITISLI03_5.0,-64,AP_SMART50,-52,LAN Solo,-52,itis-wifi2,-83,itis-pvt,-75,AP_ITISLI03_2.5,-66,Honor 10,-84,AP_ITISLI02,-86,wifi-lab01,-84,itis-pvt,-87,itis-wifi,-83,itis-pvt,-89,itis-wifi,-77
c,AP_SMART25,-51,Ollare the phone,-60,wifi-lab01,-75,itis-wifi2,-69,Bassi,-63,AP_ITISLI03_5.0,-69,AP_SMART50,-51,LAN Solo,-52,itis-wifi2,-89,itis-pvt,-75,AP_ITISLI03_2.5,-73,Honor 10,-84,AP_ITISLI02,-86,wifi-lab01,-84,itis-pvt,-87,itis-wifi,-83,itis-pvt,-89,itis-wifi,-77,iPhone di Andrea,-83
c,AP_SMART25,-47,Ollare the phone,-60,wifi-lab01,-77,itis-wifi2,-76,Bassi,-49,AP_ITISLI03_5.0,-69,AP_SMART50,-50,LAN Solo,-53,itis-wifi2,-89,itis-pvt,-76,AP_ITISLI03_2.5,-73,Honor 10,-78,AP_ITISLI02,-86,wifi-lab01,-84,itis-pvt,-87,itis-wifi,-83,itis-pvt,-89,itis-wifi,-72,iPhone di Andrea,-81,,-76
c,AP_SMART25,-52,Ollare the phone,-63,wifi-lab01,-77,itis-wifi2,-76,Bassi,-65,AP_ITISLI03_5.0,-67,AP_SMART50,-55,LAN Solo,-58,itis-wifi2,-89,itis-pvt,-76,AP_ITISLI03_2.5,-72,Honor 10,-78,AP_ITISLI02,-85,wifi-lab01,-84,itis-pvt,-87,itis-wifi,-83,itis-pvt,-89,itis-wifi,-78,iPhone di Andrea,-84,,-76
c,AP_SMART25,-50,Ollare the phone,-57,wifi-lab01,-80,itis-wifi2,-76,Bassi,-70,AP_ITISLI03_5.0,-74,AP_SMART50,-60,LAN Solo,-58,itis-wifi2,-89,itis-pvt,-79,AP_ITISLI03_2.5,-66,Honor 10,-78,AP_ITISLI02,-85,wifi-lab01,-84,itis-pvt,-87,itis-wifi,-83,itis-pvt,-89,itis-wifi,-80,iPhone di Andrea,-84,,-76
c,AP_SMART25,-65,Ollare the phone,-59,wifi-lab01,-75,itis-wifi2,-75,Bassi,-65,AP_ITISLI03_5.0,-67,AP_SMART50,-57,LAN Solo,-58,itis-wifi2,-82,itis-pvt,-76,AP_ITISLI03_2.5,-70,Honor 10,-78,AP_ITISLI02,-85,itis-wifi,-76,iPhone di Andrea,-84,,-76
c,AP_SMART25,-50,Ollare the phone,-63,wifi-lab01,-75,itis-wifi2,-75,Bassi,-61,AP_ITISLI03_5.0,-74,AP_SMART50,-57,LAN Solo,-58,itis-wifi2,-82,itis-pvt,-76,AP_ITISLI03_2.5,-62,Honor 10,-78,AP_ITISLI02,-78,itis-wifi,-76,iPhone di Andrea,-84,,-76,itis-pvt,-76,wifi-lab01,-80
c,AP_SMART25,-59,Ollare the phone,-69,wifi-lab01,-75,itis-wifi2,-75,Bassi,-63,AP_ITISLI03_5.0,-64,AP_SMART50,-57,LAN Solo,-54,itis-wifi2,-82,itis-pvt,-76,AP_ITISLI03_2.5,-60,Honor 10,-69,AP_ITISLI02,-78,itis-wifi,-76,iPhone di Andrea,-84,itis-pvt,-86,wifi-lab01,-87,itis-wifi,-87
c,AP_SMART25,-59,Ollare the phone,-63,wifi-lab01,-79,itis-wifi2,-75,Bassi,-60,AP_ITISLI03_5.0,-67,AP_SMART50,-57,LAN Solo,-63,itis-wifi2,-82,itis-pvt,-76,AP_ITISLI03_2.5,-70,Honor 10,-69,AP_ITISLI02,-78,itis-wifi,-76,iPhone di Andrea,-84,itis-pvt,-86,wifi-lab01,-87,itis-wifi,-87
c,AP_SMART25,-59,Ollare the phone,-61,wifi-lab01,-79,itis-wifi2,-88,Bassi,-58,AP_ITISLI03_5.0,-67,AP_SMART50,-53,LAN Solo,-60,itis-wifi2,-78,itis-pvt,-76,AP_ITISLI03_2.5,-70,Honor 10,-69,AP_ITISLI02,-83,itis-wifi,-76,iPhone di Andrea,-84,itis-pvt,-86,wifi-lab01,-87,itis-wifi,-87
